_BRAND_CODE	_BRAND_DESCRIPTION_EN	_BRAND_DESCRIPTION_HK	_PRODUCT_TEMPLATE_CODE	_PRODUCT_TEMPLATE_DESC_EN	_PRODUCT_TEMPLATE_DESC_HK	_PRIMARY_CATEGORY_CODE	_PRIMARY_CATEGORY_DESC_EN	_PRIMARY_CATEGORY_DESC_HK	_PRODUCT_IMAGE_EN	_PRODUCT_IMAGE_HK	_PRODUCT_CREATED_DATE	_PRODUCT_DESCRIPTION_EN	_PRODUCT_DESCRIPTION_HK	_PRODUCT_LONG_DESCRIPTION_EN	_PRODUCT_LONG_DESCRIPTION_HK	_TAG_CODE_A	_TAG_CODE_B	_TAG_CODE_C	_TAG_CODE_D	_TAG_CODE_E	_PRODUCT_MARKDOWN_PRICE_HKD	_PRODUCT_MARKDOWN_PRICE_USD	_PRODUCT_RETAIL_PRICE_HKD	_PRODUCT_RETAIL_PRICE_USD	_PRODUCT_STATUS_CODE	_PRODUCT_UPC_CODE
HLEAF	HAPPYLEAF	開心葉	ACC01	ProductBasic	飾物	FFSOC	Socks	襪	30833086_1.jpg	30833086_1.jpg	02/10/20 12:00 AM	HAPPYLEAF Unisex multi colour pure cotton sport socks (gift pack of 5 pairs) 	HAPPYLEAF男女潮流襪純棉中筒運動襪 (禮盒5對裝)	Cotton Material, Anti slippery, it is a gift box set of 5. One size fit all ( EU36-43) 	純棉, 吸汗防滑, 禮盒5對裝, 均碼36至43	Tag19					80	10.3	80	10.3	ACT01	30833086
HLEAF	HAPPYLEAF	開心葉	ACC01	ProductBasic	飾物	FFSLI	Slippers	拖鞋	30833087_1.jpg	30833087_1.jpg	02/11/20 12:00 AM	HAPPYLEAF F* OFF Slippers (White) 	HAPPYLEAF男女潮流白色運動拖鞋	Size EU40	EU40碼	Tag19					80	10.3	80	10.3	ACT01	30833087
HLEAF	HAPPYLEAF	開心葉	ACC01	ProductBasic	飾物	FFSLI	Slippers	拖鞋	30833088_1.jpg	30833088_1.jpg	02/12/20 12:00 AM	HAPPYLEAF F* OFF Slippers (Black) 	HAPPYLEAF男女潮流黑色運動拖鞋	Size EU40	EU40碼	Tag19					80	10.3	80	10.3	ACT01	30833088
LAYLA  	LAYLA	萊拉	ACC01	ProductBasic	飾物	FFSLI	Slippers	拖鞋	30833089_1.jpg	30833089_1.jpg	02/13/20 12:00 AM	Korean Style Pink Flat Slippers 	粉紅色平底韓版女拖鞋	Pink, Size EU39 	粉紅色, Size EU39	Tag05	Tag12				30	3.8	30	3.8	ACT01	30833089
HLEAF	HAPPYLEAF	開心葉	ACC01	ProductBasic	飾物	FBHAN	Handbags	包包	30833090_1.jpg	30833090_1.jpg	02/14/20 12:00 AM	"Hurry Up ""On my way"" Red and Black Crossbody Bag"	"快D 快 D ""On my way"" 红黑斜孭袋"	Bag: 14 x 20 x 1 cm , Straps : 120cm , Material:  Oxford Cloth 	袋: 14 x 20 x 1 cm , 帶: 120cm , 布料: 牛津布	Tag19					60	7.7	60	7.7	ACT01	30833090
HLEAF	HAPPYLEAF	開心葉	ACC01	ProductBasic	飾物	FBBAC	Backpacks	背囊	30833091_1.jpg	30833091_1.jpg	02/15/20 12:00 AM	HAPPYLEAR Unisex White with happy green leaf BackPack  	HAPPYLEAF中性男女運動背包囊	Bag: 38 x 28 x 11 cm 	38 x 28 x 11 cm 	Tag19	Tag10				100	12.8	80	10.3	ACT01	30833091
LAYLA  	LAYLA	萊拉	ACC01	ProductBasic	飾物	FFSLI	Slippers	拖鞋	30833092_1.jpg	30833092_1.jpg	02/16/20 12:00 AM	Elegant Beach Off white flowers Flipflop 	高雅花花米白沙灘人字拖	Size EU39 (24cm)	Size EU39 (24cm)	Tag02					40	5.1	30	3.8	ACT01	30833092
LAYLA  	LAYLA	萊拉	ACC01	ProductBasic	飾物	FBHAN	Handbags	包包	30833093_1.jpg	30833093_1.jpg	02/17/20 12:00 AM	Little Mouse Waterproof PU material LIttle Tote Bag	小老鼠防水PU小手袋	Bag: 26 x 26 x 11 cm,  Material:  PU	袋:26 x 26 x 11 cm,  料:  PU	Tag05					60	7.7	50	6.4	ACT01	30833093
HLEAF	HAPPYLEAF	開心葉	ACC01	ProductBasic	飾物	FBHAN	Handbags	包包	30833094_1.jpg	30833094_1.jpg	02/18/20 12:00 AM	HAPPYLEAF Unisex White with happy green leaf Crossbody Bag	HAPPYLEAF中性男女運動斜孭袋	Bag: 30 x 30 x 13 cm	袋: 30 x 30 x 13 cm	Tag19					100	12.8	80	10.3	ACT01	30833094
DLE01	Dole	Dole	ACC01	ProductBasic	飾物	SVG01	Starchy	澱粉蔬菜	13159658_1.jpg	13159658_1.jpg	02/20/20 12:00 AM	Pumpkin	南瓜	Pumpkin	南瓜						43.2	5.5	48	6.2	ACT01	13159658
PLA01	Planters	Planters	ACC01	ProductBasic	飾物	MEL01	Melons	瓜	10688155_1.jpg	10688155_1.jpg	02/21/20 12:00 AM	Musk Melon	麝香甜瓜	Musk Melon	麝香甜瓜						32.4	4.2	36	4.6	ACT01	10688155
PLA01	Planters	Planters	ACC01	ProductBasic	飾物	POM01	Pomes	梨果	18911676_1.jpg	18911676_1.jpg	02/22/20 12:00 AM	Apple	蘋果	Apple	蘋果						64.8	8.3	72	9.2	ACT01	18911676
PLA01	Planters	Planters	ACC01	ProductBasic	飾物	SVG01	Starchy	澱粉蔬菜	14445678_1.jpg	14445678_1.jpg	02/23/20 12:00 AM	carrot	胡萝卜	carrot	胡萝卜	GFR01					50.4	6.5	56	7.2	ACT01	14445678
DIV01	Diva	Diva	ACC01	ProductBasic	飾物	OTH01	Other	其他蔬菜	64377789_1.jpg	64377789_1.jpg	02/24/20 12:00 AM	mushroom	蘑菇	mushroom	蘑菇						54	6.9	60	7.7	ACT01	64377789
ENZ01	Enza	Enza	ACC01	ProductBasic	飾物	CAS01	Cashews	腰果	17152401_1.jpg	17152401_1.jpg	02/25/20 12:00 AM	Cashews	腰果	Cashews	腰果						585	75	650	83.3	ACT01	17152401
ENZ01	Enza	Enza	ACC01	ProductBasic	飾物	ONT01	Other Nuts	其他堅果	16067775_1.jpg	16067775_1.jpg	02/26/20 12:00 AM	Walnuts	核桃	Walnuts	核桃						153	19.6	170	21.8	ACT01	16067775
DIV01	Diva	Diva	ACC01	ProductBasic	飾物	ONT01	Other Nuts	其他堅果	16153782_1.jpg	16153782_1.jpg	02/27/20 12:00 AM	Nuts Mixture	堅果混合物	Nuts Mixture	堅果混合物						855	109.6	950	121.8	ACT01	16153782
GOL01	Gold	Gold	ACC01	ProductBasic	飾物	CIT01	Citrus	柑橘	23464789_1.jpg	23464789_1.jpg	02/28/20 12:00 AM	orange	橙子	orange	橙子	ORG01					67.5	8.7	75	9.6	ACT01	23464789
GLO01	Glorys	Glorys	ACC01	ProductBasic	飾物	OTH01	Other	其他蔬菜	15410595_1.jpg	15410595_1.jpg	02/29/20 12:00 AM	Corn	玉米	Corn	玉米						67.5	8.7	75	9.6	ACT01	15410595
DRI01	Driscolls	Driscolls	ACC01	ProductBasic	飾物	OTH01	Other	其他蔬菜	23477789_1.jpg	23477789_1.jpg	03/01/20 12:00 AM	brinjal	茄子	brinjal	茄子	GFR01					31.5	4	35	4.5	ACT01	23477789
ADO01	Adora	Adora	ACC01	ProductBasic	飾物	PIS01	Pistachios	開心果	15946292_1.jpg	15946292_1.jpg	03/02/20 12:00 AM	Pistachio	開心果	Pistachio	開心果						171	21.9	190	24.4	ACT01	15946292
GLO01	Glorys	Glorys	ACC01	ProductBasic	飾物	POM01	Pomes	梨果	18170258_1.jpg	18170258_1.jpg	03/03/20 12:00 AM	Pears	梨	Pears	梨						62.1	8	69	8.8	ACT01	18170258
DRI01	Driscolls	Driscolls	ACC01	ProductBasic	飾物	ALM01	Almonds	杏仁	13627671_1.jpg	13627671_1.jpg	03/04/20 12:00 AM	Almonds	杏仁	Almonds	杏仁						180	23.1	200	25.6	ACT01	13627671
SHI01	Shine	Shine	ACC01	ProductBasic	飾物	BER01	Berries	漿果	19037164_1.jpg	19037164_1.jpg	03/05/20 12:00 AM	Strawberry	草莓	Strawberry	草莓						162	20.8	180	23.1	ACT01	19037164
DRI01	Driscolls	Driscolls	ACC01	ProductBasic	飾物	MEL01	Melons	瓜	15483827_1.jpg	15483827_1.jpg	03/06/20 12:00 AM	Water Melon	西瓜	Water Melon	西瓜						25.2	3.2	28	3.6	ACT01	15483827
SHI01	Shine	Shine	ACC01	ProductBasic	飾物	OTH01	Other	其他蔬菜	18188784_1.jpg	18188784_1.jpg	03/07/20 12:00 AM	Onion	洋蔥	Onion	洋蔥						14.4	1.8	16	2.1	ACT01	18188784
GLO01	Glorys	Glorys	ACC01	ProductBasic	飾物	ROV01	Red and Orange	紅色和橙色蔬菜	23739283_1.jpg	23739283_1.jpg	03/08/20 12:00 AM	beetroot	红菜头	beetroot	红菜头						28.8	3.7	32	4.1	ACT01	23739283
ADO01	Adora	Adora	ACC01	ProductBasic	飾物	POM01	Pomes	梨果	17235347_1.jpg	17235347_1.jpg	03/09/20 12:00 AM	Pomegranate	石榴	Pomegranate	石榴	GFR01					85.5	11	95	12.2	ACT01	17235347
DRI01	Driscolls	Driscolls	ACC01	ProductBasic	飾物	BER01	Berries	漿果	17236024_1.jpg	17236024_1.jpg	03/10/20 12:00 AM	RaspberryDan	覆盆子	RaspberryDan	覆盆子						144	18.5	160	20.5	ACT01	17236024
PLA01	Planters	Planters	ACC01	ProductBasic	飾物	DGV01	Dark Green	深綠色蔬菜	19633678_1.jpg	19633678_1.jpg	03/11/20 12:00 AM	brocolli	西兰花	brocolli	西兰花						108	13.8	120	15.4	ACT01	19633678
DLE01	Dole	Dole	ACC01	ProductBasic	飾物	BAP01	Beans and Peas	豆類和豌豆	12366678_1.jpg	12366678_1.jpg	03/12/20 12:00 AM	beans	豆子	beans	豆子						73.8	9.5	82	10.5	ACT01	12366678
SHI01	Shine	Shine	ACC01	ProductBasic	飾物	SVG01	Starchy	澱粉蔬菜	23456645_1.jpg	23456645_1.jpg	03/13/20 12:00 AM	cauliflower	菜花	cauliflower	菜花						54	6.9	60	7.7	ACT01	23456645
ENZ01	Enza	Enza	ACC01	ProductBasic	飾物	SVG01	Starchy	澱粉蔬菜	76477789_1.jpg	76477789_1.jpg	03/14/20 12:00 AM	potato	土豆	potato	土豆	GFR01					19.8	2.5	22	2.8	ACT01	76477789
ADO01	Adora	Adora	ACC01	ProductBasic	飾物	TRO01	Tropical	熱帶	17366878_1.jpg	17366878_1.jpg	03/15/20 12:00 AM	Banana	香蕉	Banana	香蕉						40.5	5.2	45	5.8	ACT01	17366878
ENZ01	Enza	Enza	ACC01	ProductBasic	飾物	CIT01	Citrus	柑橘	10760430_1.jpg	10760430_1.jpg	03/16/20 12:00 AM	Grapes	葡萄	Grapes	葡萄						54	6.9	60	7.7	ACT01	10760430
SHI01	Shine	Shine	ACC01	ProductBasic	飾物	CIT01	Citrus	柑橘	25556789_1.jpg	25556789_1.jpg	03/17/20 12:00 AM	tomato	番茄	tomato	番茄						14.4	1.8	16	2.1	ACT01	25556789
GLO01	Glorys	Glorys	ACC01	ProductBasic	飾物	TRO01	Tropical	熱帶	12345678_1.jpg	12345678_1.jpg	03/18/20 12:00 AM	mango	芒果	mango	芒果						67.5	8.7	75	9.6	ACT01	12345678
DIV01	Diva	Diva	ACC01	ProductBasic	飾物	DGV01	Dark Green	深綠色蔬菜	12383658_1.jpg	12383658_1.jpg	03/19/20 12:00 AM	cucumber	黄瓜	cucumber	黄瓜	GFR01					43.2	5.5	48	6.2	ACT01	12383658
